Job ID,Title,Company Name,Company Location,Description
a036b673-ac08-479d-aa89-503ce8944532,"Data Scientist at PayPal
",PayPal,"San Jose, CA","Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.<br>  <br>In your role as a Lead Data-Scientist, you will:<br>  <br>  <br>+ Work with partners to translate business challenges into Data Science problems<br>  <br>+ Mine data and extract information in PayPal’s Big (!) Data environment<br>  <br>+ Leverage Machine Learning algorithms to solve real-life problems<br>  <br>+ Work with engineers and product managers to develop and deliver E2E data science driven solutions that bring real business value<br>  <br>+ Analyze various kinds of data to conclude actionable insights<br>  <br>+ Carry out independent research and innovation in new content, ML and technological domains, while supporting existing projects<br>  <br>  <br>About You<br>  <br>  <br>+ Masters, PhD, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.<br>  <br>+ 1-2 years Product/Marketing data science work experience<br>  <br>+ Code writing capability in any programming language (Python, R, Java, Scala, etc.) and familiarity with relevant ML packages<br>  <br>+ Hadoop experience (PIG, Hive, Spark)<br>  <br>+ Strong analytical skills<br>  <br>+ Excellent spoken and written English<br>  <br>+ Team worker, responsible, delivery-oriented<br>  <br>  <br>We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day.  We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect.  Our employees challenge the status quo, ask questions, and find solutions.  We want to break down barriers to financial empowerment.  Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com."
216801087,"Product Manager - Machine Learning Platform at CyberCoders
",CyberCoders,"San Francisco, CA","<span id='TrackingJobBody' name='TrackingJobBody'><div class=""section-data"" data-section=""1""><!--START_SECTION_1-->If you are a Product Manager with machine learning or data science experience, please read on!<br><br><br>Based in San Francisco, CA, we are a highly popular and industry-leading interactive entertainment and gaming company. With our most of our market based primarily in Asia, we have over 10 years of success behind us, and have many of the most brilliant minds the world over has to offer! Due to growth and demand for our services we are in need of a talented Product Manager to join our diverse team and help us continue to lead our marketplace!<!--END_SECTION_1--></div><h4 class=""section-title"">Top Reasons to Work with Us</h4><div class=""section-data section-data-title"" data-section=""2""><!--START_SECTION_2-->- HUGE growth opportunities!<br>- Strong engineering team!<br><br>- Healthy company culture!<br><br>- Well-funded and established company with HUGE user base!<!--END_SECTION_2--></div><h4 class=""section-title"">What You Will Be Doing</h4><div class=""section-data section-data-title"" data-section=""5""><!--START_SECTION_5-->- Work to build out a best-in-class data science platform<br>- Help improve our data science <br><br>- Conduct market, technical, and product research as needed<br><br>- Design and implement data science modeling product<br><br>- Lead cross-functional engagements<!--END_SECTION_5--></div><h4 class=""section-title"">What You Need for this Position</h4><div class=""section-data section-data-title"" data-section=""7""><!--START_SECTION_7-->- BSCS or equivalent degree preferred<br>- 5+ years of product management or equivalent experience;<br><br>- 2+ years of working closely with a data science/machine learning team<br><br>- Experience with big data and statistical analytic tools like Python, R, Hadoop (Hive), SQL, or machine learning algorithms/concepts;<br><br>- Familiarity with data science concepts, methodologies, and processes, such as benchmarking, data standardization, and machine learning workflow<!--END_SECTION_7--></div><h4 class=""section-title"">What's In It for You</h4><div class=""section-data section-data-title"" data-section=""8""><!--START_SECTION_8-->- Competitive base salary<br>- Health benefits<br><br>- Catered lunches<br><br>- Discounted gym membership<br><br>- Transportation reimbursement<br><br>- Strong engineering team<br><br>- Healthy and positive company culture!<!--END_SECTION_8--></div><div class=""section-data"" data-section=""9""><!--START_SECTION_9-->So, if you are a Product Manager with data science experience, please apply today!<!--END_SECTION_9--></div></span>"
216238945,Sr. BIDW Business Analyst from Randstad,Randstad,"Burbank, CA 91504","<span id='TrackingJobBody' name='TrackingJobBody'> job summary:<br><p><strong>Randstad Technologies is currently seeking a talented Sr. BIDW Business Analyst to join a well-known client of ours within a location in the Burbank, CA or Denver, CO area.</strong></p><br><p><strong>Must be legally authorized to work in the U.S. without sponsorship.</strong></p><br> <br>location: Burbank, California<br>job type: Contract<br>salary: $50.54 - 56.86 per hour<br>work hours: 8am to 5pm<br>education: Bachelors<br> <br>responsibilities:<br><p>•Documenting design and data mapping for dashboards and reports<br>•Building prototype dashboards in Tableau/Power BI/Excel<br>•Document and create data summarization and or transformation tasks in Alteryx/Excel as needed for design<br></p> <br>qualifications:<br><p>•MS office suite, data mapping, business rule definition<br>•Dashboard creation in in Tableau, Power BI or other tools<br>•MS Visio, MS project plan<br>•Bachelors Degree Required <br></p> <br>skills: <p>•Data Science skills, statistical modeling<br>•PM in agile methodology<br>•Predictive analytics<br></p><p>Soft Skills:</p><br><p>•Good verbal, written communication skills<br>•Collaborate well with distributed team structure<br>•Work well under pressure<br></p><p>Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status. <br><br>Qualified applicants in San Francisco with criminal histories will be considered for employment in accordance with the San Francisco Fair Chance Ordinance.<br> <br>We will consider for employment all qualified Applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.</p> <br>     </span>"
216832740,"Senior Software Engineer (Java) at CyberCoders
",CyberCoders,"Palo Alto, CA 94303","<span id='TrackingJobBody' name='TrackingJobBody'><div class=""section-data"" data-section=""1""><!--START_SECTION_1-->Are you a Senior Software Engineer with strong Java background?  Are you interested in working on AI-powered software used by some of the largest brands in the world?  If so, we want to hear from you!<br><br><br>Based in Palo Alto, CA, we are an industry leading Analytics company recognized internationally for our innovative platform! Our cutting edge software suite empowers businesses of all sizes to make the most out of a $400 Billion dollar market!  We are using the latest ML and data science technologies to help our clients see anywhere from 30-40% performance improvement over traditional methods!  As we continue to grow, we have an urgent need for Senior Java Engineers to join our team!<!--END_SECTION_1--></div><h4 class=""section-title"">Top Reasons to Work with Us</h4><div class=""section-data section-data-title"" data-section=""2""><!--START_SECTION_2-->1. We are the Industry Leader of a $400B Market<br>2.Talented technical team utilizing the latest software to create next-generation solutions for our enterprise clients!<br><br>3. Tons of room for upward career growth <br><br>5. Catered meals, unlimited PTO and much more!<!--END_SECTION_2--></div><h4 class=""section-title"">What You Will Be Doing</h4><div class=""section-data section-data-title"" data-section=""5""><!--START_SECTION_5-->- This is a hands-on development role working alongside well-educated engineers, in a high-pace environment!<br>- Working on new products and features, implementing robust, well tested, scalable code (In Java)<br><br>- Design, build and deploy high-performance, cloud-based applications including coding, caching mechanisms, state management, error logging, scalability, environment configuration, testing procedures, etc.<br><br>- Work on back end services used for managing large amounts of open data<!--END_SECTION_5--></div><h4 class=""section-title"">What You Need for this Position</h4><div class=""section-data section-data-title"" data-section=""7""><!--START_SECTION_7-->Bachelor's Degree in Computer Science or related field and:<br>- 3+ years of professional experience developing new features or functionality in Java-based applications<br><br>- Experience working on cloud-based products (AWS, Google Cloud, etc.)<br><br>- Strong Relational Database experience (SQL, PostgreSQL, etc.)<br><br>- Experience building RESTful APIs<br><br>- Experience with Enterprise Level Applications dealing with Payment Processing, eCommerce, Shopping Carts, Customer Log-in, etc., is HIGHLY DESIRABLE (not required)<br><br>- BONUS: Experience with Kubernetes or Gradle is highly desired (not required)<br><br><br><br><br><br>** We are hiring Java Engineers at all levels **<!--END_SECTION_7--></div><h4 class=""section-title"">What's In It for You</h4><div class=""section-data section-data-title"" data-section=""8""><!--START_SECTION_8-->EXCELLENT benefits Including:<br>- Competitive salaries (DOE)<br><br>- Bonus/equity<br><br>- Vacation/PTO<br><br>- Medical<br><br>- Dental<br><br>- Vision<br><br>- 401(k) and much more!<!--END_SECTION_8--></div><div class=""section-data"" data-section=""9""><!--START_SECTION_9-->So, if you are a Senior Java Developer with experience, please apply today!  OR send your resume AND salary requirements to me directly at: <a><span data-mux=""tooltip"" data-placement=""top"" title=""Apply to this job to send your resume to this employer"" class=""mux-tooltip"">brenna.boies@cybercoders.com</span></a>  <!--END_SECTION_9--></div></span>"
7b251c7f-e45c-4106-a6e0-9e4187bb206c,"Lead Data Scientist at PayPal
",PayPal,"San Jose, CA","Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.<br>  <br>  <br>+ Design, develop and implement advanced predictive models using advanced data mining and machine learning techniques.<br>  <br>+ Collaborate with other data scientists and engineers to formulate innovative solutions to experiment and implement advanced data mining techniques<br>  <br>+ Work with large volumes of data; extract and manipulate large datasets using standard tools such as Python, Hadoop, R, SQL and SAS<br>  <br>+ Analyze data covering a wide range of information from user profile to transaction history. Identify new risk patterns through data mining<br>  <br>+ Communicate complex concepts and the results of the analyses in a clear and effective manner through creative visualization<br>  <br>  <br><strong>Qualification</strong><br>  <br>  <br>+ Advanced degree (MS or PhD) in science or engineering field with 4+ years of relevant experience<br>  <br>+ Data Mining experience in Python, R, H2O, Scala and/or other Big Data techniques. Familiar with various Machine Learning algorithms and Statistical methods<br>  <br>+ Ability to deal with large amount of data and fluency with SQL or SQL-like tools.<br>  <br>+ Strong problem solving and communication skills<br>  <br>+ Have a passion for working on big data and professional experience in data mining, statistical analysis, predictive modeling, and data manipulation.<br>  <br>+ Financial services or eCommerce experience a strong plus<br>  <br>  <br>We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day.  We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect.  Our employees challenge the status quo, ask questions, and find solutions.  We want to break down barriers to financial empowerment.  Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com."
bfff6fb4-6769-461a-8918-22c4c8f87296,"Senior Data Scientist at IBM
",IBM,"Los Angeles, CA","**Introduction**
  
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.
  

  
**Your Role and Responsibilities**
  
We are in a data science renaissance.
  

  
Companies that embrace data science will lead and those who do not will fall behind.
  

  
To help IBM's clients lead, we are building an elite team of data science practitioners to help them learn how to succeed with data science. The team will include data engineers, machine learning engineers, operations research / optimization engineers and data journalists.
  

  
The team will engage directly in solving real-world data science problems in a wide array of industries around the globe with IBM clients and internally to IBM. The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing, oil & gas and automotive industries, to name a few. We will teach the data scientists and sometimes people who desire to be data scientist to:
  

  
**Key Responsibilities**
  

  
1. Identify a use case
  
2. Break that use case down into discrete MVPs (minimal viable product)
  
3. Work in code notebooks
  
4. Build & validate models
  
5. Deploy models via APIs into applications or workflows
  
6. Monitor & retrain models
  
7. Use code repositories to version and share code/notebooks
  
8. Visualize the output of their data story in a way that is consumable by all
  
9. Create Machine Learning pipelines and train models.
  
10. Communicate effectively with line-of-business end-users to discover pain points and use cases, lead project definitions, and convey the
  
business value of the project
  
11. Guide and mentor clients to become self-sufficient data science practitioners
  
12.  Guide and mentor clients to become self-sufficient data science practitioners
  

  
While working across all these industries, you will also get to travel the World as these engagements will require that the team spend several weeks at client sites working on data science problems with a diverse team.
  

  
As a member of the team you will have a T-shaped skill set, having a broad knowledge base in Data Science and Industry Solutions in general, but also in- depth expertise in Operations Research / Decision Optimization.
  
http://Community.ibm.com/DSE
  

  
**Preferred work locations:**  Astor Place  New York, NY and San Jose, CA
  

  
**Required Technical and Professional Expertise**
  
• At least 5 years experience - Computer Science, Programming skills
  
• At least 5 years experience - Probability and Statistics
  
• At least 4 years experience - Data Modeling and Evaluation
  
• At least 4 years experience - Big Data and Machine Learning
  

  
**Preferred Technical and Professional Expertise**
  
• At least 7 years experience - programming skills in at least two of the following: Python, R, Scala or Java. preference for Python Expert
  
• At least 5 years experience - Ability to consume and deploy data via APIs
  
• At least 4 years experience  - in applying supervised, unsupervised and semi-supervised learning techniques
  
• At least 4 years experience – Machine Learning pipeline - data ingestion, feature engineering, modeling including ensemble methods, predicting, explaining, deploying and diagnosing over fitting
  
• At least 5 years experience - in model selection and sampling
  
• At least 2 years experience - deep learning and neural nets
  
• At least 5 years experience - Business and Leadership
  

  
**About Business Unit**
  
Digitization is accelerating the ongoing evolution of business, and clouds - public, private, and hybrid - enable companies to extend their existing infrastructure and integrate across systems. IBM Cloud provides the security, control, and visibility that our clients have come to expect. We are working to provide the right tools and environment to combine all of our client’s data, no matter where it resides, to respond to changing market dynamics.
  

  
**Your Life @ IBM**
  
What matters to you when you’re looking for your next career challenge?  Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these?  If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.
  

  
Impact. Inclusion. Infinite Experiences. Do your best work ever.
  

  
**About IBM**
  
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.
  

  
**Location Statement**
  
For additional information about location requirements, please discuss with the recruiter following submission of your application.
  

  
**Being You @ IBM**
  
IBM  is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
c4bc2ea6-4c90-44df-9a3c-df78c72e431e,"Data scientist  Global Sales at PayPal
",PayPal,"San Jose, CA","Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.<br>  <br>Responsibilities:<br>  <br>  <br>• Provide business requirements and collaborate with internal teams on data capture strategy that will support advanced analysis and insights on sales pattern and consumer behavior • Design and implement data-driven systems that increase sales success<br>  <br>  <br>• Explore new data sources to add signal to existing models and develop models for new sales opportunities<br>  <br>  <br>• Define key sales performance metrics and create dashboards and reports that provide ongoing insight to business stakeholders<br>  <br>  <br>• Perform ad hoc and in-depth analyses and then reporting/presenting insights<br>  <br>  <br>• Surface insights on the sales conversion pipeline, customer segmentation, and customer success<br>  <br>  <br>• Develop advanced and predictive models such as customer segmentation, lead prioritization, churn prediction and assist sales teams in using these models<br>  <br>  <br>• Automate analyses and build analytics data pipelines via SQL and python based ETL framework<br>  <br>  <br>• Creating forecasts using operational and statistical tools and models • Partner with regional heads of sales to develop regional sales strategy<br>  <br>  <br>Mininum Qualifications:<br>  <br>  <br>• MS/PhD Degree in Statistics, Mathematics, Applied Mathematics, Computer Science, Operations Research, Engineering, Economics<br>  <br>  <br>• 5+ years experience in sales analytics<br>  <br>  <br>• Experience in querying and manipulating raw datasets for analysis<br>  <br>  <br>• Experience with visualizations, dashboards, and reports<br>  <br>  <br>• Experience with data modeling, machine learning algorithms, and data science techniques,<br>  <br>  <br>• Experience explaining technical concepts and analysis implications to varied audiences and translating business objectives into analyses<br>  <br>  <br>• Experience working independently and as a member of a cross functional team<br>  <br>  <br>• Experience with Tableau<br>  <br>  <br>• Experience with Salesforce.com<br>  <br>  <br>We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day.  We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect.  Our employees challenge the status quo, ask questions, and find solutions.  We want to break down barriers to financial empowerment.  Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com."
091fa1f3-c2d2-485d-8718-a267e5bb1abd,"Senior Data Scientist at IBM
",IBM,"San Jose, CA","**Introduction**
  
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.
  

  
**Your Role and Responsibilities**
  
We are in a data science renaissance.
  

  
Companies that embrace data science will lead and those who do not will fall behind.
  

  
To help IBM's clients lead, we are building an elite team of data science practitioners to help them learn how to succeed with data science. The team will include data engineers, machine learning engineers, operations research / optimization engineers and data journalists.
  

  
The team will engage directly in solving real-world data science problems in a wide array of industries around the globe with IBM clients and internally to IBM. The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing, oil & gas and automotive industries, to name a few. We will teach the data scientists and sometimes people who desire to be data scientist to:
  

  
**Key Responsibilities**
  

  
1. Identify a use case
  
2. Break that use case down into discrete MVPs (minimal viable product)
  
3. Work in code notebooks
  
4. Build & validate models
  
5. Deploy models via APIs into applications or workflows
  
6. Monitor & retrain models
  
7. Use code repositories to version and share code/notebooks
  
8. Visualize the output of their data story in a way that is consumable by all
  
9. Create Machine Learning pipelines and train models.
  
10. Communicate effectively with line-of-business end-users to discover pain points and use cases, lead project definitions, and convey the
  
business value of the project
  
11. Guide and mentor clients to become self-sufficient data science practitioners
  
12.  Guide and mentor clients to become self-sufficient data science practitioners
  

  
While working across all these industries, you will also get to travel the World as these engagements will require that the team spend several weeks at client sites working on data science problems with a diverse team.
  

  
As a member of the team you will have a T-shaped skill set, having a broad knowledge base in Data Science and Industry Solutions in general, but also in- depth expertise in Operations Research / Decision Optimization.
  
http://Community.ibm.com/DSE
  

  
**Preferred work locations:**  Astor Place  New York, NY and San Jose, CA
  

  
**Required Technical and Professional Expertise**
  
• At least 5 years experience - Computer Science, Programming skills
  
• At least 5 years experience - Probability and Statistics
  
• At least 4 years experience - Data Modeling and Evaluation
  
• At least 4 years experience - Big Data and Machine Learning
  

  
**Preferred Technical and Professional Expertise**
  
• At least 7 years experience - programming skills in at least two of the following: Python, R, Scala or Java. preference for Python Expert
  
• At least 5 years experience - Ability to consume and deploy data via APIs
  
• At least 4 years experience  - in applying supervised, unsupervised and semi-supervised learning techniques
  
• At least 4 years experience – Machine Learning pipeline - data ingestion, feature engineering, modeling including ensemble methods, predicting, explaining, deploying and diagnosing over fitting
  
• At least 5 years experience - in model selection and sampling
  
• At least 2 years experience - deep learning and neural nets
  
• At least 5 years experience - Business and Leadership
  

  
**About Business Unit**
  
Digitization is accelerating the ongoing evolution of business, and clouds - public, private, and hybrid - enable companies to extend their existing infrastructure and integrate across systems. IBM Cloud provides the security, control, and visibility that our clients have come to expect. We are working to provide the right tools and environment to combine all of our client’s data, no matter where it resides, to respond to changing market dynamics.
  

  
**Your Life @ IBM**
  
What matters to you when you’re looking for your next career challenge?  Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these?  If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.
  

  
Impact. Inclusion. Infinite Experiences. Do your best work ever.
  

  
**About IBM**
  
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.
  

  
**Location Statement**
  
For additional information about location requirements, please discuss with the recruiter following submission of your application.
  

  
**Being You @ IBM**
  
IBM  is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
216740780,BIDW Business Analyst from Randstad,Randstad,"Burbank, CA 91504","<span id='TrackingJobBody' name='TrackingJobBody'> job summary:<br><p><strong>Randstad Technologies is currently seeking a talented BIDW Business Analyst to join a well-known client of ours within a location in the Burbank, CA or Denver, CO area.</strong></p><br><p><strong>Must be legally authorized to work in the U.S. without sponsorship.</strong></p><br> <br>location: Burbank, California<br>job type: Contract<br>salary: $51.36 - 57.78 per hour<br>work hours: 8am to 5pm<br>education: Bachelors<br> <br>responsibilities:<br><p>•BI Solution architecture design<br>•Develop prototypes, design, develop dashboards, reports in Tableau and/or Power BI<br>•Build complex data manipulation workflows using Alteryx/other data manipulation tools<br></p> <br>qualifications:<br><p>•Data Modeling, BI tool set experience(Tableau, Power BI etc)<br>•Alteryx/Informatica/similar ETL tool design, development experience<br>•Solution oriented consulting<br>•Bachelors Degree Required <br></p> <br>skills: <p>•Data Science skills, statistical modeling<br>•Python, R, SAS other tools<br>•Predictive analytics<br></p><p>Soft Skills:</p><br><p>•Excellent verbal, written communication skills<br>•Collaborate well with distributed team structure<br>•Work well under pressure<br></p><p>Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status. <br><br>Qualified applicants in San Francisco with criminal histories will be considered for employment in accordance with the San Francisco Fair Chance Ordinance.<br> <br>We will consider for employment all qualified Applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.</p> <br>     </span>"
216832511,"Technical Product Manager (Clinical Order Management Workflow) at CyberCoders
",CyberCoders,"San Carlos, CA 94070","<span id='TrackingJobBody' name='TrackingJobBody'><div class=""section-data"" data-section=""1""><!--START_SECTION_1-->Based in Redwood City, CA, we are a publicly-traded biotechnology software company focused on reproductive and clinical testing products. We are a collective group of people committed to saving people's lives!<br><br><br>We are a team of Software & QA Engineers, Data Scientists, Bioinformaticians, and Product Managers who are passionate about building systems that will make a real-world impact. <br><br><br><br>Currently, we are looking to bring on a Technical Product Manager. If you have a background in clinical order management workflow, sequencing support, and/or clinical diagnostics worklow, we would love the time to tell you more about this amazing opportunity!<!--END_SECTION_1--></div><h4 class=""section-title"">Top Reasons to Work with Us</h4><div class=""section-data section-data-title"" data-section=""2""><!--START_SECTION_2-->1. Work with cutting edge technologies and one of the most advanced products in the diagnostics industry.<br>2. Join a world class Engineering/PM team with a solid work/life balance and great flexibility<br><br>3. Growth, Our trajectory has been on a steady upswing. We are a continually growing and stable publicly traded company (as of 2 years ago). <br><br>4. Rewarding - Help families identify and manage genetic diseases<br><br>5. Stock options/RSUs<br><br>6. Work with a passionate, bright, uplifting, and a go-the-extra-mile for your colleague group.<!--END_SECTION_2--></div><h4 class=""section-title"">What You Will Be Doing</h4><div class=""section-data section-data-title"" data-section=""5""><!--START_SECTION_5-->- Create/help team rearchitect new clinical order management worflow.<br>- Define the orders, how do we get it those orders, how do we do data entry to capture on it, resolve missing information on the case, billing information, and customer support systems. <br><br>- Breakdown big legacy system<br><br>- We support a variety of different business units such as laboratory operations, R&D, process development, customer support, genetic counseling, reporting, bioinformatics, statistics, and more.<br><br>- Translate business, market and clinical needs into clearly written technical product requirements and specifications.<br><br>- Act as a subject matter expert on our software products to provide guidance to stakeholders and create a shared understanding among business and technical teams.<br><br>- Produce deliverables that facilitate better understanding for feedback such as flow diagrams, data models, pros/cons, prototypes, wireframes and other illustrations.<br><br>- Build confidence with our business partners by adding value to discussions, being responsive, and following through on action items.<br><br>- Maintain tracking of requests from user groups and prioritize those for time allotment and release planning.<br><br>- Aid in creation and communication of product roadmap and development schedules for project stakeholders.<br><br>- Incorporate a focus on quality into product design, and work closely with development and software quality assurance teams on product and process improvements.<br><br>- Develop strong hands-on technical knowledge of software products and be able to aid in tasks ranging from configuration to testing and support.<!--END_SECTION_5--></div><h4 class=""section-title"">What You Need for this Position</h4><div class=""section-data section-data-title"" data-section=""7""><!--START_SECTION_7-->- 2+ years of product management experience<br>- Experience in the clinical diagnostics, digital health, or specialty labs space. <br><br>- Experience with either clinical order management workflow, clinical billing/payment workflow, clinical customer support workflow, or clinical diagnostics worklow<br><br>- Experience with software or web-based products<br><br>- Strong SDLC & PLC knowledge<br><br>- Experience with Agile, Scrum, Kanban, or Waterfall development building solutions from start to finish - Getting products to launch<br><br>- SQL/Queries/Analytics<br><br><br><br>* Nice to have/Preferred skills or experience:<br><br>- B.S. in Computing Science. Masters degree preferred.<br><br>- LIMS, LIS, LES, or ELN (LabVantage)<br><br>- Variant formation experience. <br><br>- Laboratory processes and instrumentation (laboratory software compliance)<br><br>- Experience building enterprise software or business critical systems is a plus.<br><br>- Understanding of DB design and Linux command lines<!--END_SECTION_7--></div><h4 class=""section-title"">What's In It for You</h4><div class=""section-data section-data-title"" data-section=""8""><!--START_SECTION_8-->1. Salary (130k-160k)<br>2. Stock options/RSUs<br><br>3. Competitive Benefits<br><br>4. 401k Matching<br><br>5. Game room/TV<br><br>6. Onsite Dry Cleaning & Alteration Service<br><br>7. Company Organized Sports Leagues<br><br>8. Happy Hours/BBQs<br><br>9. Onsite Gym<br><br>10. PTO<br><br>11. Commuter FSA Program<br><br>12. Healthy Catered Lunches<br><br>13. Schedule flexibility - flexible with working from home 1 to 2 days per week.<!--END_SECTION_8--></div><div class=""section-data"" data-section=""9""><!--START_SECTION_9-->*Will provide H1 transfer if needed.<br><br><br>So, if you are a Technical Product Manager with a desire to grow and be challenged, please apply today!<!--END_SECTION_9--></div></span>"
